sentiment	numberagreed	tweetid	tweet
positive	3	2650404	Scratch that...the best part.about driving a VWBug is watching 40yr old men punch each other as I drive by #iwontgrowup
neutral	3	397010	Which has better quality? Flip Video Camera (HD) or Sony 2009 Handy Cam? ~http  sony hd video camera ;O
neutral	3	1519022	What is your favorite brand for razors? Do you use disposable or not?
positive	3	1676422	Give it up2@ladycisca for bein an effective commentator! ~http 
neutral	3	2482660	Reading '10 Pre-Press Tips For Perfect Print Publishing' (via @user) ~http 
neutral	3	850407	Trading Practice Account Start Trading Online Today With A Free Demo Account  ~http
negative	3	3450267	If I had known Simon would take over my Sony WebTV Plus; I wouldn't have purchased it.  :(
neutral	3	777855	Refocusing this Twitter account on Career and I.T. and Microsoft certification.  Will be weeding out the "network marketing" connections.
neutral	3	116484	The only coffee place near tiffanys opens at 7am: Sony plaza starbucks on Madison.
neutral	3	2863243	android smart phone Apple iPhone 5 vs. Samsung Galaxy S2 Plus; Rivalry escalates  Internati... ~http 
neutral	3	2777641	getting ready for bed to try and get up at 6.30
neutral	3	109179	Grow your Microsoft virtualization business.   Learn how by downloading the Partner Profitability Model:  ~http
negative	3	1131819	I wish some people would stop giving all their hard earned money to Nike and especially Jordan.  They don't need it!!
neutral	3	380423	#amazon #10: Sony Cyber-shot DSC-HX9V 16.2 MP Exmor R CMOS Digital Still Camera with 16x Optical Zoom G... ~http  #camera
neutral	3	1033654	♫ Foals - 2 Trees
neutral	3	991807	hmm no update from Sony today. What are they up to??
neutral	3	2728288	My Top 3 #lastfm Artists: Dirty Vegas (1); Janet Jackson (1) & Justin Timberlake (1) #last.fm; music ~http 
neutral	3	2227504	German Ban on Samsung Galaxy Tab 10.1 Remains in Effect ~http 
negative	3	142294	Optimism is Running Low these Days
neutral	3	106296	DaUKockyChristmasParty on 3floors 33rd on da 23rd @ 152 Playa Fly; Kocky King; Lil Herb; Montana Trax; D. Whizzle; Lil' Herb's "33" bday
neutral	3	1524847	I'm getting ready to move fast don't miss the move
neutral	3	1140494	Today you might be able to clear up a problem that has been bo... More for Scorpio ~http
neutral	3	1354288	What is they doing
neutral	3	3237969	Jimmy Choo Star Ugg Boots Nicky Hilton loves via Shopping and Info - Nina Dobrev told us about her favorite ... ~http 
neutral	3	3456995	DEMO: Microsoft #WP7 Mango Software Update ~http 
neutral	3	903430	Camera SONY ALPHA DSLR-A700 DIGITAL CAMERA+8GB KIT NEW Price: $320 USD Online Order: ~http 
positive	3	1434050	Wow this single mom is a friggin herooo *thumbs upp* Im so proud! ~http 
neutral	3	2132588	Currently reading on mental_floss: RIP; Sony Walkman ~http
neutral	3	3047900	Get $25 OFF a Pre Owned Designer Handbag. Louis Vuitton; Chanel; Gucci and more! ~http  - spon
positive	3	1855134	IS THAT A VINTAGE GUCCI VILE NECKLACE U HAVE ON?!?....Damn baby.Now thats flava!....im impressed
neutral	3	1685941	I know yall fuckin wit the homie @user and Gucci mane on dat #FreeBricks mixtape #FreeBandGang
neutral	3	550324	BIG UPS HOUSE AFRIKA/ SONY MUSIC&gt;&gt;&gt;IT'S ALL GOOD&gt;&gt;LET'S BUILD THIS THING ! THERE'S SOMETHING IN THE ALBUM FOR EVERY ONE!! CHECK IT !!
neutral	3	2345879	#FreeOffers HP Slate to undercut iPad in price; Microsoft still working on ... ~http 
neutral	3	1055688	A new favorite: Broken Nintendo by CloudSpinner on #SoundCloud ~http 
neutral	3	1698434	Updating Ladies Logic ~http  "The Truth Is Out There" #tcot #hhrs #outpost #utpol #utleg
positive	3	1724536	I can't wait to hear @user in the Sony exclusive version of Saints Row 3. I'm guessing the line will be "Big ass chains ... in 3-D!"
neutral	3	2374200	;O download PC game DC Universe Online hitting PSN soon   News at GameSpot ~http
positive	3	1840865	For the one who cares it 's 1 -0 for mtl! I love my iphone! #pmcq
neutral	3	228172	Help me uncover a prize in Samsung TV's Like It; Reveal It; Win It Contest. 5 instant winners & 1 Grand Prize a week ~http
neutral	3	2233596	[Infographic] Microsoft vs Apple: History of the Computer Giants! ~http  via @user
neutral	3	2254815	Facebook overtook Microsoft websites in Britain; becoming the UK’s second-most popular after Google ~http 
positive	3	692866	Hanging out on the deck at Covecrest; it's good to be home.
neutral	3	2510343	Video: Nike BetterWorld - History featuring Phil Knight ~http 
neutral	3	186113	check this out! ~http 
neutral	3	3276338	Win a Sony VAIO laptop contest. You can enter by following @user and retweet. ~http 
positive	3	619157	OMG!!!  I just got my invitation in the mail to the @user wedding!!!!
neutral	3	2035712	Weight Loss With Hypnosis - How Trance Can Serve Your Weight Loss ~http 
neutral	3	407862	Rollin up to doe so its all gucci dis way
positive	3	3310929	Got a new Samsung Galaxy 3 Android :) Yaay!
positive	3	180024	i think these are pretty cool... nike dunks made out of old skateboards ~http
neutral	3	1460488	Published a new blog post: Name Meaning ~http  #uncategorized
positive	3	2544044	Love how @user is on the twype!!
neutral	3	90638	MSBGC Programs Tweets! Program Info; Prof. Dev. Opps; Announcements; Recognition; Prog. Svcs. Meetings; All things Program!
neutral	3	421443	Where the wild things are=Drake
neutral	3	1602623	MakMak's next top models: Green Tea Latte & Honeycomb Orange ~http  #macarons
neutral	3	2473272	via @user Flying Social: How Virgin America’s First-Class Marketing Fuels Brand Awareness ~http 
neutral	3	608200	Is It Hot; Or Is It Just Me ? /:
neutral	3	738613	How to check the authenticity of Gucci Watches? ~http 
neutral	3	1968255	Reek an Gucci hooked up
neutral	3	2210794	Grab this Sony Monitor for Rs.1000 Only! Hurry up at the #Srilankan #eBay #Lankafree.net ~http 
neutral	3	2067246	NEW ARRIVAL: Nike Manchester United Apparel-- Jackets; T-Shirts; Scarves; & More! ~http 
positive	3	2306131	congratulations to Daniel Salif for winning the signed Manuel Almunia Nike Gloves.
neutral	3	1308406	Today feel like Friday
neutral	3	1664093	Ok; I thought #RHOA was going off; but apparently I missed something. Damn! Thats my ish
neutral	3	579786	FIU baby....T.Y. Hilton doin work
neutral	3	60245	Bing for iPad is a bit like a browser - goto results show inside bing - ~http
negative	3	3569484	Just heard "Kreayshawn - Gucci Gucci" - She's what's wrong with America...
neutral	3	2713747	anyone got any phone advice? Can get HTC Desire S; Blackberry Curve 9300 or Samsung Galaxy Ace all for same price.
neutral	3	165560	#liodph Let the expert from IDC show you the things to expect in 2011 and how to use these information to keep your business at the top.
negative	3	2714117	This weather is disgustingg!
neutral	3	132102	“@mxKID912: So Nike can get an exact replica of a 1 of 1 they made in 1989 but can't get a Jordan that came out 6 years ago right.” TRUTH!!!
positive	3	969853	We will ALWAYS remind you!! Congrats on bein verified!!
neutral	3	649348	Bit late with the announcements. 1) our very own @user nominated for a Sony Rising Star Award! Vote ~http 
neutral	3	924316	Groupon used their editorial style in IPO including inventing metrics. Adjusted CSOI is creative. From now o… (cont) ~http 
positive	3	109232	great community (MVP) speakers delivering comprehensive training at Microsoft Virtualization Day 2011 Dublin! ~http
neutral	3	2653304	I'm wondering  which all the #McLaina s' choices are tonight.
negative	3	2426132	Man there is only a few days before Christmas. Hoping everything turns out ok. I really don't like this season.
negative	3	603154	FAKE YOU FAKE.. This bitch is FAKE; how you going to rock Gucci but it starts with a "B"
negative	3	128949	Dave Bing talking abt a bunch of nothing
neutral	3	1343386	#McFly just made Nike Servers = David Z Servers
neutral	3	586079	The single most sensible thing you can do now is to listen to ... More for Libra ~http 
neutral	3	2297699	&#34;Conan O'Brien Can't Stop&#34;: Backstage with Coco ~http
positive	3	2818705	Watching @user on piers Morgan - amazing man! :)
neutral	3	1316820	Hussein Chalayan Doesn’t Mind That Gucci Never Invested in Him ~http 
neutral	3	779148	Jeremiah Ellis vs. Rena Moran in St. Paul | Twin Cities Daily Planet: ~http  via @user
positive	3	3343701	So loving this Samsung Infuse!
positive	3	859981	Love Ur Life.. It is Priceless.. never give n to the wrong..Just Do The #Good!!! #Jah First #POW
neutral	3	746173	#FamaousLies I didnt f.ck her all we did was txt
neutral	3	1692972	Photo: daisyxbells: ~http 
neutral	3	1346796	Ladies Shoe - Nike Women's Tech Pique Polo 394665 - University Red: Small. Read it now at ~http 
neutral	3	1572148	#crj104 Retribution holds offenders personally responsible; they get their "just deserts."
neutral	3	51509	&quot;Black Out!&quot; from our new album &#39;Live from Studio 10&#39; is now on the MR myspace page
neutral	3	3415630	#nowplaying -- Shine Blockers by big boI ft. gucci mane
neutral	3	1440267	Samsung S5550 Shark 2: A Newly Released Good Phone from Samsung Shark Line-up ~http 
neutral	3	2030398	8 foreclosed bldg lots available in East Charlotte.  Crossley Village.   ~http 
neutral	3	264314	At event with @user girls- uniform seems to be winter black +gray
neutral	3	503996	FINNA GO WATCH TV WIT MI  MOMMIE AND I DNT THINK IM TOO OLD FOR IT
negative	3	521653	missin him
neutral	3	1346362	I will listen to the LADIES FIRST RADIO  Whats In it For show by The J Ril Show on #BlogTalkRadio - ~http
positive	3	855526	Loving my Sony e-reader! So convenient!
neutral	3	2707072	Any search nerds looking for a job? Aloha Interactive is looking for a Interactive Marketing Analyst. Check out the de…~http 
neutral	3	2611471	Can I spend the whole day; the whole summer; watching youtube videos? Can I? Yes I can.
negative	3	2026946	Wth am I so nauseous . Urgh I wish I could take a nap.
neutral	3	1834077	Nike Golf Clubs - Reviews and Reader Opinions: Clearly Nike golf clubs are used by a lot of pros. Read my review... ~http 
negative	3	2609300	Chris Brown is a worthless piece of shit & I'm disgusted the industry has odvy forgotten he beat the shit out of a woman with his bare hands
neutral	3	739759	"Git-R-Done" in your call center:  ~http  #bpaquality #callmonitoring #VOC #CCTR
negative	3	1622754	#ThingsThatShouldBeBanned professors lecturing on non-exam material
neutral	3	3550062	Easy Way of Owning a Free Nintendo DSi XL ~http
neutral	3	2110243	EgyDroid | Samsung Galaxy 5 (GT-I5503) Arabic Froyo Update Finally Released ~http  via @user  #Android
positive	3	2663254	Dude. I love the bing commercial with chromeo!
neutral	3	2391124	O2 become the third Irish telecomms to go Android with the release of the Samsung Galaxy Spica today. Watch out... ~http 
neutral	3	1194891	It's like a techno-soap-opera. Google and Microsoft cat fight via @user ~http 
neutral	3	887856	Samsung SCH-W689 dual-SIM cellphone: By Paul Briggs - 09/09/2011 12:45:32 PM Samsung has come up with a new dual... ~http 
neutral	3	2030747	New Ad: SAMSUNG i9100 GALAXY S II 32GB QUAD BAND UNLOCKED = $400usd: The Samsung I9100 Galaxy S II 32GB Noble Bl... ~http 
neutral	3	3265543	The Samsung Galaxy S II captures this talented young soccer star celebrating in style!  - ~http 
neutral	3	1987682	In other news: Apple copies Android with notifications. At the same time; they are suing samsung for copying iOS. Really; now?
neutral	3	2378085	Check Out: #2: Super Mario Galaxy (Nintendo Selects): Super Mario Galaxy (Nintendo Selects) by Nintendo Platfor... ~http 
neutral	3	2184912	Yamiil Ask Why Do Girls Need To Wear Bras -__-
neutral	3	237514	Boston launches Bixi-based system: Boston is launching a Bixi-based bike system but Andy Riga spots that they do... ~http 
positive	3	1124528	Thanks for following MadMatts Promotions Tanya...hope to see you out at one of our upcoming shows! @user
negative	3	289592	I'm so tired
neutral	3	1889449	Signed GICLEE Fine Art PRINT of Original Abstract Contemporary Silver Bronze Textured Painting By Dan Lafferty ~http  via @user
negative	3	726991	damn its not over yet. Tired.
neutral	3	488740	Sleeping in high Nike socks&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;
neutral	3	3229708	In vegas ppl think ima famous rapper cuz I got tats and im wearing a gucci backpack #realtalk
neutral	3	583253	LPGA TOUR LIVE ...: LAS VEGAS HILTON RELEASES ODDS; MAKES TSENG 2011 U... ~http  ...
neutral	3	785358	CHRISTMAS/BIRTHDAY GIFT CARDS - Christmas isn't far away.You'll undoubtedly want the usual surge of wannabe... ~http 
negative	3	2172719	So dont get butt hurt when i give an attitude; sheesh
positive	3	10345	Oh; the trust I put in @user #Iloveyou.
neutral	3	276242	commented on a blog post: ANSWER MY QUESTION ~http 
neutral	3	1217829	Sunday School for Degenerates Soul Clap on XLR8R podcast ~http
na	3	1179528	The only thing I like about Paris hilton is her perfume...
positive	3	1173522	I might be too strung out on compliments; overdosed on confidence.
positive	3	1619284	I watched Glee and thought it was the best episode since Sexy
neutral	3	157442	If you think you can compete in this new and competitive world of gaming visit our site at mstournaments.com to get the full scoop
neutral	3	975119	Whats gucci my nigga ;what's Louie my killa!!!!
neutral	3	2758200	Follow @user for coverage of the Decisions 2010 Virtual Conference for Microsoft Dynamics 5/19-5/20 More Info: ~http 
neutral	3	2562021	For Seel Brand New Samsung UN55B8500 55-Inch 1080p 240 Hz LED HDTV Nairobi | Dealfish Ads ~http 
neutral	3	483184	What Is Microsoft Dynamics CRM? ~http 
neutral	3	1845463	The Unlocked Cell Phone Sony Ericsson K850 ~http 
neutral	3	3159391	Check out ~http  It was created by several people associated with Microsoft Most Valuable Professional (MVP) program.
neutral	3	68006	We're still looking for another qualified Samsung Telecoms engineer if you know anybody please ask them to get in touch!
neutral	3	1385053	Where can I find the best deal on a new unlocked Samsung Jet cell phone? ~http 
neutral	3	659015	LOOOOL !!!! Cat Yawning - Parry Gripp ~http 
neutral	3	1856043	No nintendo twitter -__-
neutral	3	3045072	Fresh on nike shoes: Monster energy wear a hat to sell how to choose to suit oneself
neutral	3	2338875	New shoes for Marthon? Nike Music Shoe — ~http 
negative	3	2506033	Swear im dying from this heat :'/
neutral	3	33918	"@truesavagedeno: #RedNation #RedBitches #RedFlag BitcKcKcKcKhhh..."
neutral	3	2070412	Poolside Series - Weekly Podcast with quality house music! tune in and enjoy ;) ~http  via @user
neutral	3	376683	MXF Import QT 2.4 coming soon - close to final. Now with Sony XDCAM proxy support.
positive	3	252890	Off work; thankgod. Hopefully I can get my game on. #gamerface
neutral	3	2473298	via @user Sony Hires Homeland Security Veteran as Security Chief ~http 
positive	3	907059	Another day. #RRB blessed
neutral	3	849466	Hmm; I have people at Samsung looking at my LinkedIn profile...
negative	3	3523335	Not being able to log off from hotmail is a security problem.  So; since Microsoft owns hotmail; why should I be surprised?
neutral	3	877285	Photo: Quilted Nike Where can I get a pair? ~http 
neutral	3	309419	We have the location for the MSP Mastery Event in Chicago.. We will be at the Microsoft in Downers Grove. Regi… (cont) ~http 
positive	3	1450196	I was so excited when I won the auction for this brand new Sony Vaio Laptop I won with a bid of $44.87 ~http
neutral	3	2211441	Holy Shiz #decisions  ~http 
neutral	3	534972	I wonder how much Tom Brady is selling his used Audi for.
neutral	3	2252262	have you got your copy yet? check it out from the nintendo wii shop channel. ~http 
neutral	3	89600	Just Published: Search Integration: IAB UK and Microsoft Advertising release industry report ~http
neutral	3	601790	Well I'm goin to go zo bye ttyl
neutral	3	1074847	Lookin at my Gucci it's about that time
neutral	3	89136	dont forget to check out the microsoft home page for good tips and tricks. ~http
neutral	3	1623983	Whos's watching the game? #kickoff #football #sport
neutral	3	1379609	GUCCI GUCCI remix go in for it to be three chics rappin
neutral	3	3369851	Facebook in Bing Search Results - Website Magazine - Website Magazine ~http 
neutral	3	584786	The SRA has published a final draft of new 'principles based' conduct rules - the final version is to be published in April 2011
neutral	3	2286364	I burnt out I beat your not surprised.
neutral	3	2304947	Vodafone gets the exclusive red Sony Ericsson Xperia ~http 
neutral	3	150398	#AAP2010 is short for Accelerating Asia Pacific 2010; Microsoft Citizenship summit  in Singapore(14-15DEC)
neutral	3	330698	wmiff--august 19-20 lmaxim ft mike Jones; best music video 2011; @ Hilton dc--we holding it down str8team ent a... ~http 
positive	3	2403631	Haha yesss I shouldn't be allowed in this store got 3 bottles :)
neutral	3	421537	What's gucci my Nigga
neutral	3	976847	Follow me n I will follow back #newfollowers
positive	3	3337278	Happy 15 th anyversary sony entertainment!!
positive	3	1691776	Sunday is my favorite day of the week :-)
positive	3	1964299	Just $10.00 buys a copy of Nicky and the Princess for a Special Olympian.  Help me give them a copy for Christmas!
neutral	3	2539363	Hey everyone.  If you didn't know; I have a fan page for my photography business.  I'm just started out and would... ~http 
neutral	3	1891969	They Rage On ~http 
neutral	3	1529861	IGN Free Sh*t - Green Lantern BD; Nintendo Wii; Superman Box Set Video - IGN ~http  via @user
neutral	3	1168537	Tiger Woods' marriage over after the airing of Nike ad?  ~http 
neutral	3	1309235	What's gucci 4am..we meet again...
negative	3	2970781	I really want to punch sony vegas right now ¬.¬
neutral	3	1890509	#nw How Do You Know on @user. ~http  #HowDoYouKnow (via @user)
neutral	3	478573	Play roles!!!
positive	3	3022309	Hi shiny new macbook and microsoft office profesh...we're going to be very happy together ~http 
neutral	3	1037568	Round 2 of Blue and Gold Days starts tomorrow morning; and there's still time to register at... ~http 
positive	3	1706880	Checking out the upcoming Nike line and their #makeyourself campaign! It's pretty awesome! My fave kicks: ~http 
neutral	3	1457245	The tank isn't allowed to say "good tanking." Especially if he's a lousy tank. #GrimBatol
positive	3	899817	Man I'm kinda glad Nintendo dropped the 3DS price; the general response at least on twitter seems to be positive.
neutral	3	3053012	So I think I'm going to make the jump to the Samsung galaxy s2 and preorder @user
neutral	3	3178837	My timeline is 50% tweets about how cute baby Bing is and 50% complains about people talking about how cute Bing is. #musers
negative	3	1773325	Dear iPod I'm lost w/o you. please come out from wherever ur hiding. I promise not to drop you when I run anymore.
neutral	3	307440	Because they're in my packback; jack!
neutral	3	2637600	Looking forward to  talking about @user @ the Microsoft NERD International Women's Day mixer tonight  ~http  #NERDWHM
positive	3	1297145	i &lt;3 shopping ;) i &lt;3 Paris ;) i &lt;3 everythiiiing ;)
neutral	3	3067897	Microsoft responds to camera tracking claims | WMPoweruser: In a recent law suit Microsoft has been accused of u... ~http 
neutral	3	2019916	Listenin to rkelly
negative	3	1733669	That's not fair; I'm in Toronto ... I don't think I'll make it to the Anatole Hilton in 10 minutes :(
neutral	3	2199472	Added "Some cuts don't heal" to my library. #Wattpad ~http 
positive	3	993835	Just provided Microsoft with a case study for cloud computing. Thanks to @user for his vision & expertise a couple of years ago!!!
neutral	3	1294156	Stop by Ladder Staffing's booth in the Hilton Hotel  at the Woodland Hills career Fair August 8th
positive	3	2774535	I liked a @user video ~http  Nyan Cat [Navi Hey Remix]
neutral	3	2009571	The ultimate evil is to leave the company of the living before you die.
neutral	3	2067264	New Nike video just released for tomorrow's match... ~http 
positive	3	1885072	Getting Exxxxxxxxxxxxcited!!!!
positive	3	2557538	In Barcelona!! Out hostel is very nice!! Going to el museo Picasso today!
neutral	3	2758666	9am and beer been given to me already #friday ~http 
neutral	3	2021516	Stay-cation :) (@ West 57th Street by Hilton Club) ~http 
negative	3	2187146	Santa was caught hump'n one of his raindeers.!! o_O damn lmao nasty horny asx.!!
neutral	3	200083	"Cause what would Pride be without the glittery gaudy of our city's drag royalty?" Photographer Jose A. Guzman... ~http 
neutral	3	139983	ancun Hotel Zone  $99: Over Half Off + FREE UPGRADE! from $99. Deal ends 9/6. ~http 
neutral	3	649504	BBC News - Samsung appeals against European tablet sales ban ~http 
positive	3	2470721	#dellstreak with BT works great in my 2010 Taurus SHO with Microsoft SYNC
neutral	3	3550093	Have Fun While Staying Fit With Nintendo Wii Fit Plus ~http 
neutral	3	3309638	Check Out: #3: Super Paper Mario (Nintendo Selects): Super Paper Mario (Nintendo Selects) by Nintendo Platform:... ~http 
neutral	3	241993	Bringing Bak out Da nike hoodies for dis one
positive	3	246352	Hahahahahahaha. RT @user Bing is getting huge; Windows Phone will soon be huge; Office/Hotmail/Skype/Windows/… (cont) ~http
negative	3	1256163	I got ninja turtles moths in here!
neutral	3	132738	Audi launches S-model offensive: New S6; S7; S8: Audi is set to build on its existing performance-car lineup wit... ~http
positive	3	945930	#FF @user for his lovely mutt pics  @user for his wit and tea making and @user coz.
neutral	3	2242795	I posted a new photo to Facebook ~http 
positive	3	328316	First tweet from my new Windows 7 Phone; a sweet Samsung Focus!
neutral	3	157020	Recording next episode with a guest from Microsoft Tag team at Microsoft in few hours... Questions?
neutral	3	2215915	Any ideas on what Nintendo is showing at 3ds event? @user @user @user @user
neutral	3	3441075	in2beats 106.5 - intobeats.com playing ... Whitehead Bros - Forget I Was A G . CJ Hilton ft Nas - So Fresh
negative	3	1941201	Downloadin speed stinks in ma @user . . Is dis y i ported frm bsnl. . .weird! !help out. .
negative	3	615460	Dora the Explorer's voice is extremely nasally. #annoyed
neutral	3	1601153	“@FelixPush: @user  Badman! waiting 4 you in Moscow !” might be a long wait for that one mate :)
positive	3	1872422	Whats best PsVita ( NGP ) or Nintendo 3DS? I think the PsVita because it seems realy good and the grafiks seems awsome!!!
neutral	3	3529597	Retweet this to win a Nintendo 3DS with Catalyst Slim Cover! ~http  @user #CM4 #3DS
neutral	3	2351985	Follow our Manuka Natural remedies blog:  ~http 
negative	3	2058767	Settling in at the Nike hoops summit. Americans look 10 yrs older then the euros. #fb
neutral	3	184218	&lt;a href="~http  Legal Forms&lt;/a&gt; SAVE MONEY AND TIME DOING YOUR OWN LEGAL PAPERWORK BBB A+ RATING
neutral	3	919583	For Party Reservations Please Contact.. Sonia at 832-606-7276
neutral	3	1191778	I just completed the AB BURNER workout with Nike Training Club. Join the club ~http 
neutral	3	2041217	check out the Sony Vaio E review as well. ~http  (PC World India) #sony #vaio #laptop
negative	3	64555	i hate typing this paper. i hate it i hate it i hate it i hate it.
positive	3	1878396	3000th tweet I'd like to dedicate this tweet to.........ME!!!!!!!! #happytweet
neutral	3	1874280	I wish I could test of of Microsoft office classes.
positive	3	230223	Now Kevin Hart Seriously Funny just came on..I can't turn this one off either..so much for goin to bed early!
neutral	3	321423	Yes sir RT @user Gucci jawn? RT @user Writings on the wall 2 is out
neutral	3	2712797	#nowplaying spotlight - gucci mane & usher
neutral	3	1170504	Going to COMMUNICATION TOOLS OF THE 21ST ... at Hilton Garden Inn Sacramento/South ... on Mon; Aug 16 ~http
negative	3	2768082	Abyone want a free 5mp camera? Unfort it has a Samsung Omnia attached to it. Worst. Phone.ever.
positive	3	2044148	Hooray for engrish. About to watch "The Farty Wife".
neutral	3	1576739	Mama? Take care of your very own baby today. My Baby 3 & Friends is available now for your Nintendo DS. ~http 
neutral	3	1796134	Check this video out -- Tamales ~http  via @user
neutral	3	1044194	Sellin Nintendo Wii w/4 games; Lan Adapter; controller charging station; wii wheel; all original boxes Like New for $185
positive	3	965363	;) RT @user Aint no thankz u know I luv her crazy ass like a fat kid luvs cake lol RT @user @user awww thxz jazz
positive	3	2384900	i am loving to have the ability to me on meebo.com it gives me a chance to meet new people who like to talk
neutral	3	792342	The sony ware house in enfield is still on fire; like ten hours later; #londonriots
neutral	3	1603653	Photo: simplybasketball: ~http 
negative	3	3438913	Urgh ~ can't find my Nike + chips this morning!!!
neutral	3	2300346	Opening of Microsoft Innovation Center for Technical Computing on 7 June 2011 in Rapperswil; Switzerland: ~http 
neutral	3	3161272	Google adds a touch of Microsoft to applications ~http  via @user
neutral	3	690279	Playing Nintendo Wii with the little broski
neutral	3	3059460	LeaderQuest is now offering discounts on Microsoft training to any. Microsoft Partner.
neutral	3	89546	Almost midnight snack: how Doritos and Microsoft Advertising teamed up to drive brand engagement with Xbox games: ~http
neutral	3	2458563	FYI; we're looking for new stylists to come hang out with us and add to our day. If anyone knows of any other... ~http
neutral	3	1655341	"@~http  win the Audi Cup #fcbliveBayern Munich 2nd; Internacional Porto Alegre 3rd;AC Milan 4th"Viva Barca!#BarcaaretheKings
neutral	3	1069366	Todd Eldredge - 1996 US Figure Skating Championships; Men's Long Program ~http 
neutral	3	902826	Camera SONY ALPHA DSLR-A700 DIGITAL CAMERA+16-105mm 8GB KIT Price: $380 USD Online Order: ~http 
neutral	3	2841771	Day 2 of #curatethecampus '~http  Wheel House' ~http 
neutral	3	2077615	Windows Server Blog: Microsoft Windows Server Enterp... ~http 
negative	3	1982208	I'm finna get me another wired black xbox controller tmrw. Hopefully it's no slow. :(
neutral	3	57698	does anyone know why i've been sent a download code from sony to play the God of War 3 demo?
negative	3	905913	Oh wow;  an Arcade Fire song that I don't like. Never thought I'd find one.
neutral	3	3059449	I am attending ~http  The Free Microsoft Office 2010 clinic.  Free Microsoft class to first 50 registrants.
neutral	3	215902	LJDesignz.com Vuzix Wrap 1200 3D: Hopefully Not Just a Really Belated Virtual Boy Sequel:                 ... ~http 
neutral	3	2948170	We will try to create conditions where persons could come together in a spirit of #teamwork -Akio Morita; founder Sony Corp
neutral	3	14233	she say i love to Stunt so much it's goin kill me one day.
neutral	3	674292	At the barbershop then headed to the nike factory for the black air max's
negative	3	1670043	That new goddamn BING commercial airing all over the internets is driving me fucking crazy #fuckBING
neutral	3	179382	Schleich selects Epicor for ERP needs | Microsoft News | OnWindows.com ~http  via @user
neutral	3	745570	AM OUT....
neutral	3	351925	i Do Tha Paris Hilton Imma Make A Sextape
negative	3	1748930	Why do ovens take forever to heat up?!
neutral	3	745142	NP-play ur part
neutral	3	902907	Laptop SONY vaio js270j/q 20.1" all-in-one desktop intel core 2 duo Price: $339 USD Online Order: ~http 
positive	3	794357	Amazing night with ma chick quinn
positive	3	1803271	last two evenings on competition of young opera's singers in The Theatre of Opera and Ballet were amazing.
neutral	3	1465688	Ask me anything ~http 
neutral	3	3045045	Fresh on nike shoes: Approaches to Wearing Hats How to Wear Hats
neutral	3	1657262	The Haus employees will avoid Carmaggedon by sleeping at the Haus. Mind you; we have to anyway.
neutral	3	1576287	I wonder if Nintendo will provide a way to transfer your Wii downloaded games to the Wii U?
neutral	3	284455	Experimenting with the Microsoft Windows subsystem for UNIX: SFU : SUA ~http
neutral	3	272652	What's your thoughts on Government legislating workers back to the job? Canada Post workers return to work on Tuesday …~http 
neutral	3	3175285	Via SEL: Twitter Renews Deal With Bing; Google Deal Remains MIA: Twitter and Bing announced that they have ... ~http  #SEO
positive	3	68433	Everyone give a big welcome to our new intern; Natalie Pike! She just graduated from Purdue with a B.A. in Mass... ~http 
neutral	3	3238037	Celine Luggage Tote or Gucci Heritage Boston via Shopping and Info - Does this bag look vaguely familiar to ... ~http 
neutral	3	2252258	Check out the latest t- shirt competition.. no right answer so far! Game is available through Nintendo Wii Shop... ~http 
neutral	3	3426560	33 new APIs: Bing Translation; Node.js Hosting and On-Demand Printing – ProgrammableWeb (blog) ~http 
neutral	3	2133083	Im kinda a 'go with the flow' type person.
neutral	3	731943	This Saturday @user at #ithacabrewfest is the place to be. Come play where's Waldo with me 
neutral	3	2429980	Latif puts the cash in cashflow
neutral	3	89623	Looking for more reach for your campaign? Try the Microsoft Media Network ~http
positive	3	1768748	You guys have no idea how happy I am. This manga is &lt;333333
neutral	3	1906214	A Complete Guide for Indian Travel  ~http 
neutral	3	223248	Night night bffe @user  love you sleep tight xxxxx
neutral	3	89496	How Microsoft Researchers Might Invent a Holodeck: ~http  via @user
positive	3	1956096	We won the EtsyKids Team Design Challenge-Thank You! Thank You! ~http 
neutral	3	1214255	up early; drove home; voted; breakfast with mam n dad; drove back to work. Nap time??
neutral	3	1204356	When it comes to CGI; 3D visuals & CG animation; we're highly experienced; extremely versatile and exceptional value. ~http 
positive	3	317298	my toothache has died down for now.....  i won a Samsung Instinct s30 on eBaY! can't wait to get it.
neutral	3	1329165	Alright. Question for my few followers. Converse; Adidas or Nikes.
neutral	3	2927996	Paris Hilton Arletta Grey 8 M ~http  ~http 
positive	3	561620	Baked Chicken Salad Cups. awesomeness from @user.  Yum!!!!  ~http 
neutral	3	61774	Sinn Féin Ard Fheis in Belfast; back where it all started; October 1791 Tone; Russell; Tandy: September 2011 Adams; McGuinness; Kelly.
negative	3	2919628	I think I just lost some braincells watching Paris Hilton My New BFF.
negative	3	493866	Okay why says Paris Hilton she only can have 1 best friend while her 3th season is playing on mtv? #fail
neutral	3	2401537	Rumor: Liverpool lead busy queue for Ligue 1 star ~http 
negative	3	2569271	So Nike makes horrible kits too. #arsenal
positive	3	741730	I love catching up with my friends and hearing about how happy they are! I'm so happy for them!! #they'reinlove
